id,ลำดับ,ประมาณการติดตั้ง Solar cell,KW_PK,ตรวจสอบสถานที่,ชื่อโรงเรียน,ที่อยู่,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,รหัสไปรษณีย์,จำนวนนักเรียน,ภาค,สังกัด,เขต,กฟภ,อัตรา,CA,Status,status_date,activity,activity_date,การติดต่อ 15%,การเจรจา 30%,ความสนใจ 30%,กำลังติดตั้ง 25%,Score 10คะแนน,การดำเนินงาน,E-mail,วันที่ดำเนินการ,ดำเนินการโดย,ชื่อผู้ประสานงานโรงเรียน,ตำแหน่ง,เบอร์ติดต่อผู้ประสานงาน,ชื่อผู้อำนวยการโรงเรียน,เบอร์ติดต่อ ผอ.,ค่าฟ้าเฉลี่ย/เดือน,สถานะดำเนินการของ กฟภ.,ผู้ลงทุน,กลุ่มขนาดติดตั้ง,ชื่อผู้ติดต่อสังกัดสถานศึกษา,เบอร์โทรองค์กรสังกัดสถานศึกษา,เลขที่,วันที่,เลขที่ ศธ,วันที่ตอบกลับ,เลขที่ใบปะหน้า,วันที่ใบปะหน้า,เลขที่หนังสือ,วันที่หนังสือ,เลขที่ ศธ ข้อเสนอ,วันที่ข้อเสนอ,Simulation,ข้อเสนอโครงการ,ข้อเสนอโครงการที่ออกจาก PEA,PEA,Focus,อาจารย์โจ้,check,Latitude,Longitude,chk,statusArr,activityArr,meterArr,รวมKW_PK,ความเข้าใจในโมเดล ESCO (10%),ระดับความร่วมมือของโรงเรียน (10%),การตัดสินใจและอำนาจภายใน (10%),ความพร้อมในการให้ข้อมูล (10%),การค้างค่าไฟฟ้า (10%),หมายเหตุของโรงเรียน,พื้นที่ติดตั้งที่มีอยู่ (10%),สภาพวัสดุมุงหลังคา (10%),สภาพโครงสร้าง (10%),จุดเชื่อมต่อและการเดินสายไฟ (10%),การเข้าถึงหน้างาน (10%),หมายเหตุของพื้นที่,รวมคะแนน,link หนังสือเชิญ,link หนังสือตอบรับข้อเสนอ,link ข้อเสนอโครงการ,
528,762,80,73.48,,โรงเรียนบ้านห้วยปราบ,45 ม.4,มาบยางพร,ปลวกแดง,ระยอง,21140,1496,ตะวันออก,สพป.ระยอง,1,กฟก.2,3224,20024489842,,,,,,,,,,,,,,นางสาวรุ่งนภา  ติงสะ,ครู,093-597579,นางศมาภรณ์ อุบลบาน,,77281.45,,SJP,เล็ก,,,3069,2024-07-02,๐๔๑๒๕.๓๒๑/๑๗๙,2024-06-25,,,,,,,,,,,,,,13.0274525,101.1045263,File original,"[{""status"":""นำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""ตอบรับส่งทางไปรษณีย์"",""date"":""""}]","[{""ca"":""20024489842"",""kw_pk"":""66.78"",""rate"":""3224""}]",66.78,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EbdyjjS4mY1BtPKA2UH1958BXmEJ49gdhSkOuMb0RNcRXw?e=RQqgzg,,,
529,765,170,161.35,,โรงเรียนมกุฎเมืองราชวิทยาลัย,,บ้านนา,แกลง,ระยอง,21110,1147,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3224,20002232559,สนใจ,,,,,,,,#VALUE!,ส่งหนังสือเชิญ mmv.rayong@gmail.com,mmv.rayong@gmail.com,,หมิง,038-674391,,038-671112,,0-3867-1112,,#N/A,#N/A,กลางเล็ก,นางนิสา บรรจงการ,038-397501-5,,,,,,,,,,,Nop,,,1,M000109,,ไม่ซ้ำ,12.7996864,101.6541441,File Phat,,,,,,,,,,,,,,,,,,,,,
530,767,290,282.97,,โรงเรียนมาบตาพุดพันพิทยาคาร,,เนินพระ,เมืองระยอง,ระยอง,21150,3106,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3224,20002603142,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,mpp.rayong@gmail.com,mpp.rayong@gmail.com,,หมิง,,,038-694195,,038-694-195,,#N/A,#N/A,กลางใหญ่,นางนิสา บรรจงการ,038-397501-5,,,,,,,,,,,Nop,,,1,M000107,,ไม่ซ้ำ,12.7099206,101.1854625,File Phat,,,,,,,,,,,,,,,,,,,,,
531,769,370,368.28,,โรงเรียนระยองวิทยาคม,ถ.ตากสิน,ท่าประดู่,เมืองระยอง,ระยอง,21000,3541,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3224,20001760305,,,,,,,,,,,,,,,,,,,300120.69,#N/A,SJP,กลางใหญ่,,,,,,,,,,,,,,,,,,,,12.6669623,101.2738797,File original,,,,,,,,,,,,,,,,,,,,,
532,770,140,130.6,,โรงเรียนระยองวิทยาคม,,ท่าประดู่,เมืองระยอง,ระยอง,21000,3541,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3224,20001615268,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,,,,หมิง,,,038 611 010,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,12.6669623,101.2738797,File Phat,,,,,,,,,,,,,,,,,,,,,
533,773,160,157.45,,โรงเรียนวังจันทร์วิทยา,,ชุมแสง,วังจันทร์,ระยอง,21210,1726,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3224,20002153148,สนใจ,,,,,,,,#VALUE!,ส่งหนังสือเชิญ wangchansch@gmail.com,wangchansch@gmail.com,,หมิง,,,038 666 247,,038-666-188,,#N/A,#N/A,กลางเล็ก,นางนิสา บรรจงการ,038-397501-5,,,,,,,,,,,Nop,,,1,M000111,,ไม่ซ้ำ,12.9341436,101.5251018,File Phat,,,,,,,,,,,,,,,,,,,,,
534,774,70,64.08,,โรงเรียนวัดชากลูกหญ้า,ถ.สุขุมวิท,ห้วยโป่ง,เมืองระยอง,ระยอง,21150,1211,ตะวันออก,สพป.ระยอง,1,กฟก.2,3224,20002258018,,,,,,,,,,,,,,,,,,,54179.64,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,12.742523,101.1188616,File original,,,,,,,,,,,,,,,,,,,,,
535,775,80,73.26,,โรงเรียนวัดตะพงนอก,37/6 ม.13,ตะพง,เมืองระยอง,ระยอง,21000,990,ตะวันออก,สพป.ระยอง,1,กฟก.2,3224,20001844181,,,,,,,,,,,,,,,,,,,52823.47,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,12.648734,101.346106,File original,,,,,,,,,,,,,,,,,,,,,
536,776,430,427.82,,โรงเรียนวัดป่าประดู่,,ท่าประดู่,เมืองระยอง,ระยอง,21000,2806,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3224,20001643158,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,โรงเรียนปฎิเสธไม่เข้าร่วมโครงการ,,,หมิง,,,038 611 320,,038-610-076,,#N/A,#N/A,ใหญ่,นางนิสา บรรจงการ,038-397501-5,,,,,,,,,,,Nop,,,1,M000104,,ไม่ซ้ำ,12.6832062,101.2779199,File Phat,,,,,,,,,,,,,,,,,,,,,
537,777,420,416.92,,โรงเรียนอนุบาลนานาชาติตากสินบ้านค่าย(วัดหวายกรอง),,บางบุตร,บ้านค่าย,ระยอง,21120,ไม่พบ,ตะวันออก,อบจ.,,กฟก.2,3224,20025366392,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,contactus@atbis.ac.th,contactus@atbis.ac.th,,หมิง,,,038 014 090,,038-641-449,,#N/A,#N/A,ใหญ่,นายสุรินทร์ แสงทอง,0-3861-7430,,,,,,,,,,,,,,1,M000105,,ไม่ซ้ำ,12.807458,101.298627,File Phat,,,,,,,,,,,,,,,,,,,,,
538,778,680,672.67,,โรงเรียนอนุบาลนานาชาติตากสินระยอง,,เชิงเนิน,เมืองระยอง,ระยอง,21000,ไม่พบ,ตะวันออก,อบจ.,,กฟก.2,3224,20019813466,ไม่สนใจ-ติดตั้งแล้ว,,,,,,,,#VALUE!,anubantaksinrayong@gmail.com,anubantaksinrayong@gmail.com,,หมิง,,,038-613-428,,038-613-428,,#N/A,#N/A,ใหญ่มาก,นายสุรินทร์ แสงทอง,0-3861-7430,,,,,,,,,,,,,,1,M000103,,ไม่ซ้ำ,12.693494,101.2798619,File Phat,,,,,,,,,,,,,,,,,,,,,
539,780,90,80.52,,โรงเรียนอนุบาลระยอง (ฝ่ายอนุบาล),ถ.ริมน้ำ,ท่าประดู่,เมืองระยอง,ระยอง,21000,ไม่พบ,ตะวันออก,สพป.ระยอง,1,กฟก.2,3224,20001839511,,,,,,,,,,,,,,,,,,,64528.8,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,12.6749376,101.2789739,File original,,,,,,,,,,,,,,,,,,,,,
540,782,60,50.1,,นายก อบจ.ราชบุรี โรงเรียน อบจ.รบ.1(วัดห้วยปลาดุก อนันตกูลอุปถัมภ์),,หินกอง,เมืองราชบุรี,ราชบุรี,70000,ไม่พบ,ตะวันตก,อบจ.,,กฟต.1,3224,20004180063,,,,,,,,,,,,,,,,,,,48519.62,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,13.5419779,99.7204805,File original,,,,,,,,,,,,,,,,,,,,,
541,783,110,100.66,,โรงเรียนกรับใหญ่ว่องกุศลกิจพิทยาคม,,กรับใหญ่,บ้านโป่ง,ราชบุรี,70190,1035,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20003391871,ติดต่อใหม่-เบอร์ติดต่อไม่ได้,,,,,,,,#VALUE!,kwp@krabyai.ac.th,kwp@krabyai.ac.th,,หมิง,,,032 291 252,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,13.9303487,99.8672053,File Phat,,,,,,,,,,,,,,,,,,,,,
542,784,170,164.43,,โรงเรียนคุรุราษฎร์รังสฤษฏ์,,จอมบึง,จอมบึง,ราชบุรี,70150,1921,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20003818980,,,,,,,,,,,,,,นายธีรพงศ์  พิริยพันธ์,รองผู้อำนวยการสถานศึกษา,094-6953539,นางสาวสายฝน ภานุมาศ,,126572.07,,i2,กลางเล็ก,,,3674,2024-07-24,๐๔๓๓๒.๑๙/๓๗๐,2024-06-08,,,,,,,,,,,,,,13.6243483,99.6065449,File original,"[{""status"":""นำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""ตอบรับส่งทางไปรษณีย์"",""date"":""""}]","[{""ca"":""20003818980"",""kw_pk"":""170.1"",""rate"":""3224""}]",170.1,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EVOA6rS7cTVJpGciNCME_nwBk5jYlpItiuJyjFfG_aWZog?e=uwjDpY,,,
543,786,60,55.3,,โรงเรียนด่านทับตะโกราษฎร์อุปถัมภ์,ม.2,ด่านทับตะโก,จอมบึง,ราชบุรี,70150,582,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20004159282,,,,,,,,,,,,,,,,,,,47626.92,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,13.6872796,99.4338776,File original,,,,,,,,,,,,,,,,,,,,,
544,787,210,206.7,,โรงเรียนทหารช่างกรมการทหารช่าง,เชิงสะพานศิริลักษณ์ ม.1,โคกหม้อ,เมืองราชบุรี,ราชบุรี,70000,ไม่พบ,ตะวันตก,กองทัพบก,,กฟต.1,3224,20004220617,,,,,,,,,,,,,,,,,,,230847.42,#N/A,i2,กลางเล็ก,,,,,,,,,,,,,,,,,,,,13.5450489,99.8208376,File original,,,,,,,,,,,,,,,,,,,,,
545,789,180,172,,โรงเรียนบรมราชินีนาถราชวิทยาลัย,ม.2,อ่างหิน,ปากท่อ,ราชบุรี,70140,332,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20004264821,,,,,,,,,,,,,,นายจักรพรรดิ์ สวัสดี,รองผู้อำนวยการสถานศึกษา,080-9323229,นายคม พิริยวุฒิกรอุดม,,218879.53,,i2,กลางเล็ก,,,3673,2024-07-24,๐๔๓๓๒.๒๓/๑๙๗,2024-06-07,,,,,,,,,,,,,,13.434307,99.632306,File original,"[{""status"":""นำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-06-07""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""ตอบรับส่งทางไปรษณีย์"",""date"":""""}]","[{""ca"":""20004264821"",""kw_pk"":""170.1"",""rate"":""3224""}]",170.1,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EYGRpPkUxsNLkbmF_j3-KqcBjpwbR1uGurmJsAlChyknXQ?e=0Hag2I,,,
546,791,800,795.33,,โรงเรียนเบญจมราชูทิศ,,หน้าเมือง,เมืองราชบุรี,ราชบุรี,70000,2885,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20004277249,,,,,,,,,,,,,,,,,,,589251.64,#N/A,i2,ใหญ่มาก,,,,,,,,,,,,,,,,,,,,8.4381745,99.9233242,File original,,,,,,,,,,,,,,,,,,,,,
547,793,80,70.24,,โรงเรียนปากท่อพิทยาคม,ม.2,ปากท่อ,ปากท่อ,ราชบุรี,70140,599,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20004358757,,,,,,,,,,,,,,,,,,,60223.65,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,13.3876916,99.8375866,File original,,,,,,,,,,,,,,,,,,,,,
548,794,260,259.04,,โรงเรียนโพธาวัฒนาเสนี,ม.8,คลองตาคต,โพธาราม,ราชบุรี,70120,2780,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20003758823,,,,,,,,,,,,,,นายวัลลภ อินทร์พรหม,ครู,082-5396396,นายจรัญ สุขเสรี,,206923.52,,i2,กลางใหญ่,,,5675,2024-07-24,๐๔๓๓๒.๐๙/๓๕๖,2024-06-07,,,,,,,,,,,,,,13.6918307,99.8620165,File original,"[{""status"":""นำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-06-07""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""ตอบรับส่งทางไปรษณีย์"",""date"":""""}]","[{""ca"":""20003758823"",""kw_pk"":""241.92"",""rate"":""3224""}]",241.92,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EW6NK4CyJGtElF8vhXGj4koBV7R8MJdMw6PbuvoRRqPAIg?e=lr9vel,,,
549,795,110,100.9,,โรงเรียนรัฐราษฎร์อุปถัมภ์,,อ่างทอง,เมืองราชบุรี,ราชบุรี,70000,919,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20004292923,,,,,,,,,,,,,,,,,,,83103.99,#N/A,i2,กลางเล็ก,,,,,,,,,,,,,,,,,,,,18.15262916,100.1591885,File original,,,,,,,,,,,,,,,,,,,,,
550,796,110,100.9,,โรงเรียนรัฐราษฎร์อุปถัมภ์,,อ่างทอง,เมืองราชบุรี,ราชบุรี,70000,919,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20004292923,สนใจ,,,,,,,,#VALUE!,ส่งหนังสือเชิญ ratrard2009@gmail.com,ratrard2009@gmail.com,,หมิง,0808959353 รองประวิทย์,,032-352018,,,70K-100K,#N/A,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,,,"File Phat,add",,,,,,,,,,,,,,,,,,,,,
551,797,270,261.9,,โรงเรียนรัตนราษฎร์บำรุง,,บ้านโป่ง,บ้านโป่ง,ราชบุรี,70110,2600,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20003391505,สนใจ,,,,,,,,#VALUE!,ส่งหนังสือเชิญทางไปรษณีย์,,,หมิง,,,032 211 400,,032-211-400,,#N/A,#N/A,,นายสิทธิพล พหลทัพ,"032-321443, 032-327443, 032-321434",,,,,,,,,,,Pla,,,1,M000171,,ไม่ซ้ำ,13.8057524,99.8738444,File Phat,,,,,,,,,,,,,,,,,,,,,
552,798,570,568.17,,โรงเรียนราชโบริกานุเคราะห์,421/32 อาคาร 8 ร.ร.ราชโบริกาฯ ถ.ศรีสุริยวงศ์,หน้าเมือง,เมืองราชบุรี,ราชบุรี,70000,3397,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20023944556,,,,,,,,,,,,,,,,,,,413694.89,#N/A,i2,ใหญ่มาก,,,,,,,,,,,,,,,,,,,,13.5301229,99.8120238,File original,,,,,,,,,,,,,,,,,,,,,
553,799,150,144.16,,โรงเรียนวัดเขาวัง(แสง ช่วงสุวนิช),,หน้าเมือง,เมืองราชบุรี,ราชบุรี,70000,3051,ตะวันตก,สพป.ราชบุรี,1,กฟต.1,3224,20004327501,ไม่สนใจ-พื้นที่ไม่พร้อม,,,,,,,,#VALUE!,,khaowang.school@gmail.com/ khaowang_school@hotmail.com,,หมิง,นายธรรมจักร นิลรักษา,รองผู้อำนวยการสถานศึกษา,065-3899291,,,,,#N/A,,,,3681,2024-07-24,๐๔๑๒๗.๑๑๒/๒๘๑,2024-06-06,,,,,,,,,,1,,,ไม่ซ้ำ,13.5282391,99.7960318,File Phat,"[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""นัดหมาย+ส่งหนังสือขอชี้แจง+สำรวจ"",""date"":""""}]","[{""ca"":""20004327501"",""kw_pk"":""144.16"",""rate"":""3224""},{""ca"":""20022933398"",""kw_pk"":""106.71"",""rate"":""3224""}]",250.87,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/Eb1OnzCirzhIqSZ7-FXktQ8BaNJ6IYawlGXzn5v0QubDBQ?e=ZKoLGX,,,
554,800,110,106.71,,โรงเรียนวัดเขาวัง(แสง ช่วงสุวนิช),,หน้าเมือง,เมืองราชบุรี,ราชบุรี,70000,3051,ตะวันตก,สพป.ราชบุรี,1,กฟต.1,3224,20022933398,ไม่สนใจ-พื้นที่ไม่พร้อม,,,,,,,,#VALUE!,,,,หมิง,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,13.5282391,99.7960318,File Phat,,,,,,,,,,,,,,,,,,,,,
555,801,100,92,,โรงเรียนสวนผึ้งวิทยา,,สวนผึ้ง,สวนผึ้ง,ราชบุรี,70180,1765,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20004337107,สนใจ,,,,,,,,#VALUE!,ส่งหนังสือเชิญ spschool309@gmail.con,spschool309@gmail.con,,หมิง,,,032-395442,,,,#N/A,#N/A,,,,,,,,,,,,,,Pla,,,1,,,ไม่ซ้ำ,13.5472491,99.3356645,File Phat,,,,,,,,,,,,,,,,,,,,,
556,802,210,201.6,,โรงเรียนสายธรรมจันทร์,,ดำเนินสะดวก,ดำเนินสะดวก,ราชบุรี,70130,1906,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3224,20004415862,,,,,,,,,,,,,,นายชัยฤทธิ์  กลิ่นชวนชื่น,รองผู้อำนวยการสถานศึกษา,801-7047039,นายพงษ์ดนัย เดชเดชาโชติ,,164160.64,,i2,กลางเล็ก,,,3671,2024-07-24,๐๔๓๓๒.๑๓/๒๙๒,2024-06-07,,,,,,,,,,,,,,13.551403,99.967645,File original,"[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-06-07""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""นัดหมาย+ส่งหนังสือขอชี้แจง+สำรวจ"",""date"":""""}]","[{""ca"":""20004415862"",""kw_pk"":""195.3"",""rate"":""3224""}]",195.3,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EfH79WiNORZMhtTb63nezSgBt1rkh0AmMmMGf-mqwqZU9w?e=oYGdgm,,,
557,803,80,72.63,,โรงเรียนอนุบาลเทศบาลตำบลกรับใหญ่,8 ม.4,กรับใหญ่,บ้านโป่ง,ราชบุรี,70190,ไม่พบ,ตะวันตก,เทศบาลตำบล,,กฟต.1,3224,20003391925,,,,,,,,,,,,,,,,,,,58962.78,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,13.9293805,99.8681276,File original,,,,,,,,,,,,,,,,,,,,,
